訂單編號,顧客姓名,購買次數,訂單日期,訂單時間,宅配地址(縣),訂單來源,訂單金額,訂購數量,運費,綜合巧克力禮盒,柴燒黑糖巧克力,100%無糖巧克力磚,95%巧克力磚,85%巧克力磚,75%巧克力磚,65%巧克力磚,紅藜巧克力BAR,牛奶巧克力BAR,洛神花巧克力BAR,杏仁巧克力豆,天然可可豆茶,95%黑巧克力冰淇淋,烘培可可豆,杏仁可可瓦片,海鹽巧克力BAR,花生巧克力BAR,抹茶拿鐵生巧克力,經典生巧克力,65%巧克力禮盒,75%巧克力禮盒,85%巧克力禮盒,95%巧克力禮盒,草莓季限定款巧克力禮盒
626,傅偉茹,18,2021/3/20,,新竹市,推薦分潤,6017,15,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1
774,邱秀菊,16,2021/3/20,,臺東縣,品牌官網,5368,14,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0
1007,蘇家儀,5,2021/3/20,,彰化縣,LINE,3479,10,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0
1317,伯承宗,4,2021/3/20,,新竹縣,LINE,3170,10,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
1414,董昭男,9,2021/3/20,,宜蘭縣,品牌官網,4298,10,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
409,鄧月新,6,2021/3/21,,臺東縣,LINE,4468,12,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0
485,許婉菱,7,2021/3/21,,臺南市,LINE,6966,16,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
699,李沛錞,11,2021/3/21,,桃園市,品牌官網,4019,11,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0
196,甄大衛,7,2021/3/22,20:51,臺南市,品牌官網,460,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,李翠玲,4,2021/3/22,,桃園市,推薦分潤,4746,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0
647,黃佩婷,7,2021/3/22,,嘉義市,品牌官網,5098,14,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
1630,吳秋燕,5,2021/3/22,,嘉義縣,品牌官網,4289,13,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0
568,林美玉,2,2021/3/23,,苗栗縣,推薦分潤,3399,9,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
1239,林靚昕,14,2021/3/23,,嘉義市,LINE,4778,13,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1
847,陳惠娟,10,2021/3/24,,臺南市,推薦分潤,5286,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
971,李芷瑄,25,2021/3/24,,雲林縣,品牌官網,2750,9,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1052,鄧月新,3,2021/3/24,,嘉義縣,LINE,6396,13,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0
514,吳昱瑄,4,2021/3/25,,連江縣,LINE,4098,10,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
865,王書屏,5,2021/3/25,,基隆市,FB,6866,16,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
1009,李俊宏,6,2021/3/25,,南投縣,品牌官網,5317,13,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1
1107,李佩臻,10,2021/3/25,,花蓮縣,FB,3648,9,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0
1395,許淑鈴,11,2021/3/25,,宜蘭縣,LINE,4287,10,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
1598,羅子琦,6,2021/3/25,,新竹市,LINE,4418,13,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1
1605,秦嘉翎,6,2021/3/25,,連江縣,推薦分潤,3820,13,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
456,曾盈嘉,9,2021/3/26,,金門縣,FB,4669,13,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
861,許婉菱,14,2021/3/26,,臺北市,品牌官網,7146,17,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1
1104,詹賀盛,9,2021/3/26,,彰化縣,LINE,3528,9,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1370,孫佳華,5,2021/3/26,,臺北市,品牌官網,4178,11,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
868,林美均,6,2021/3/27,,金門縣,推薦分潤,4537,11,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
322,秦嘉翎,6,2021/3/28,,新竹縣,FB,4418,12,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1
1489,羅子琦,6,2021/3/28,,臺東縣,FB,4247,10,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
889,張元溢,10,2021/3/29,,嘉義縣,推薦分潤,4667,12,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1
1260,林美均,11,2021/3/29,,宜蘭縣,品牌官網,5827,13,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0
1554,許淑鈴,6,2021/3/29,,雲林縣,推薦分潤,5468,14,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0
740,洪佩琪,12,2021/3/30,,雲林縣,推薦分潤,3278,7,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
1222,邱雨晴,8,2021/3/30,,臺東縣,推薦分潤,5045,9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1549,吳建宜,6,2021/3/30,,屏東縣,推薦分潤,3949,11,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
425,朱致群,8,2021/3/31,,嘉義市,推薦分潤,5897,14,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0
640,莊旻諺,18,2021/3/31,,金門縣,FB,5898,16,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0
1492,黃振德,9,2021/3/31,,新竹市,推薦分潤,3768,9,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
382,鍾沐勻,10,2021/4/1,,桃園市,品牌官網,4079,11,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0
852,李芷瑄,7,2021/4/1,,苗栗縣,FB,4927,13,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1
479,林明原,8,2021/4/2,,彰化縣,品牌官網,3499,11,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
961,何讚美,6,2021/4/2,,苗栗縣,FB,4537,10,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1
993,陳怡紋,9,2021/4/2,,澎湖縣,品牌官網,6196,15,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1
611,陳淑貞,7,2021/4/3,,連江縣,LINE,3299,9,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1036,陳雅雯,8,2021/4/3,,基隆市,推薦分潤,6616,16,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
1121,林衣緹,6,2021/4/3,,高雄市,LINE,5278,13,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
1389,Paul Wu,6,2021/4/3,,臺北市,FB,6467,15,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0
999,李沛錞,6,2021/4/4,,臺南市,FB,5137,11,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0
199,彭若雅,8,2021/4/5,12:28,花蓮縣,品牌官網,760,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,鍾沐勻,2,2021/4/5,,臺東縣,LINE,5176,11,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1093,黃佩婷,10,2021/4/5,,嘉義市,LINE,7315,15,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
617,鄧月新,7,2021/4/6,,嘉義縣,LINE,2899,8,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
704,林明原,6,2021/4/6,,連江縣,LINE,3629,9,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0
712,張杏如,4,2021/4/6,,彰化縣,LINE,4987,11,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1
787,田慶山,7,2021/4/6,,嘉義縣,推薦分潤,5527,13,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0
1169,李俊宏,4,2021/4/6,,嘉義縣,推薦分潤,5677,15,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
286,莊玉綺,4,2021/4/7,14:30,台北市,品牌官網,2270,7,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
350,黃振德,9,2021/4/7,,新北市,品牌官網,4677,11,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
677,吳雅莉,8,2021/4/7,,花蓮縣,FB,3988,10,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
957,Paul Wu,5,2021/4/7,,新北市,FB,3199,10,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
1307,李俊宏,8,2021/4/7,,新竹市,FB,4789,13,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0
1272,伯承宗,19,2021/4/8,,臺北市,FB,4927,11,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0
1626,蘇家儀,6,2021/4/8,,南投縣,品牌官網,4228,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
354,吳瑤玲,5,2021/4/9,,宜蘭縣,FB,4789,14,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
1079,孫佳華,8,2021/4/9,,臺中市,品牌官網,6236,13,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1
1417,詹賀盛,5,2021/4/9,,澎湖縣,LINE,5488,13,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0
550,王琬婷,13,2021/4/10,,嘉義市,推薦分潤,5167,12,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1
649,蔡月桃,8,2021/4/10,,基隆市,FB,6636,15,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0
883,羅曉芬,5,2021/4/10,,高雄市,推薦分潤,4418,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
1330,董昭男,18,2021/4/10,,嘉義縣,FB,4148,11,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1351,李佩臻,3,2021/4/10,,基隆市,品牌官網,3219,8,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0
1573,王秀玲,8,2021/4/10,,新竹市,FB,7436,17,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
1579,謝岱融,7,2021/4/10,,彰化縣,FB,3877,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
318,曾盈嘉,8,2021/4/11,,嘉義市,品牌官網,4078,10,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
471,秦嘉翎,8,2021/4/11,,新竹縣,LINE,6366,13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
619,林大欽,18,2021/4/11,,宜蘭縣,推薦分潤,6318,17,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
797,羅子琦,9,2021/4/11,,臺中市,LINE,6237,15,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0
1515,鍾沐勻,9,2021/4/11,,基隆市,FB,4818,11,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
1644,蘇家儀,4,2021/4/11,,高雄市,LINE,6246,14,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1
197,劉佳蓉,7,2021/4/12,10:20,臺北市,品牌官網,3000,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
481,田慶山,8,2021/4/12,,金門縣,推薦分潤,4147,9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1
651,林美均,7,2021/4/12,,屏東縣,品牌官網,5446,13,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
811,王家傳,9,2021/4/12,,新竹市,FB,2150,7,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
1086,黃振德,6,2021/4/12,,彰化縣,FB,3839,10,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
334,蔡月桃,8,2021/4/13,,新竹縣,推薦分潤,4847,12,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1026,陳子崴,8,2021/4/13,,苗栗縣,品牌官網,5046,11,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1
1257,王書屏,6,2021/4/13,,臺東縣,推薦分潤,5488,15,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0
715,侯嘉穎,9,2021/4/14,,花蓮縣,推薦分潤,6086,13,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1
810,王琬婷,6,2021/4/14,,宜蘭縣,品牌官網,3680,12,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0
1360,張湘羚,12,2021/4/14,,彰化縣,品牌官網,5446,12,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1
328,劉華融,6,2021/4/15,,嘉義縣,推薦分潤,5038,12,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0
903,吳瑤玲,6,2021/4/15,,宜蘭縣,推薦分潤,4388,12,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1
754,盧國濱,8,2021/4/16,,臺中市,推薦分潤,7466,18,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1
1100,謝岱融,6,2021/4/16,,苗栗縣,品牌官網,5237,13,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1
1220,田慶山,9,2021/4/16,,嘉義縣,FB,3618,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
1485,蕭幼蘋,5,2021/4/16,,嘉義市,LINE,5217,13,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1
380,蘇家儀,9,2021/4/17,,高雄市,FB,5817,15,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
398,邱秀菊,18,2021/4/17,,金門縣,推薦分潤,5116,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1
1516,許哲彰,6,2021/4/17,,南投縣,推薦分潤,4678,11,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0
410,林建呈,14,2021/4/18,,彰化縣,LINE,4828,12,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0
531,張杏如,7,2021/4/18,,臺南市,品牌官網,4299,11,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0
828,伯承宗,4,2021/4/18,,宜蘭縣,LINE,7365,16,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1
1058,林衣緹,13,2021/4/18,,嘉義縣,FB,3696,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1
1304,許淑鈴,7,2021/4/18,,新北市,FB,4228,11,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
1656,劉華融,8,2021/4/18,,南投縣,FB,5588,15,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0
1183,呂沂伶,9,2021/4/19,,南投縣,FB,4639,12,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0
664,林香伶,5,2021/4/20,,基隆市,推薦分潤,6046,14,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1
670,吳昱瑄,4,2021/4/20,,嘉義縣,品牌官網,3499,11,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1
1115,馬瑞萍,8,2021/4/21,,臺東縣,品牌官網,3967,9,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1
462,劉華融,9,2021/4/22,,澎湖縣,LINE,5568,13,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0
592,王書屏,5,2021/4/22,,臺北市,推薦分潤,5146,11,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1
845,謝岱融,14,2021/4/22,,臺東縣,品牌官網,5278,13,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0
1111,林美玉,8,2021/4/22,,新竹縣,品牌官網,5548,14,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1212,羅曉芬,9,2021/4/22,,雲林縣,FB,6225,13,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1
1391,朱致群,6,2021/4/22,,新竹市,推薦分潤,5027,12,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
1357,林美玉,7,2021/4/23,,臺北市,LINE,6187,15,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1
1586,伯承宗,7,2021/4/23,,彰化縣,LINE,5886,14,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1
691,丁志豪,10,2021/4/24,,新北市,推薦分潤,6026,14,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1
989,陳淑貞,8,2021/4/24,,澎湖縣,品牌官網,4738,11,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0
1309,吳瑤玲,25,2021/4/24,,嘉義市,LINE,5328,13,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
581,陳煜棠,5,2021/4/25,,新竹市,LINE,6017,15,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
1002,張元溢,25,2021/4/25,,新竹縣,推薦分潤,4877,11,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
1270,鄧月新,4,2021/4/25,,高雄市,品牌官網,6515,13,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
1396,邱秀菊,4,2021/4/25,,臺北市,品牌官網,3918,9,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
1550,林冠宇,8,2021/4/25,,澎湖縣,LINE,3788,9,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1
679,邱雨晴,19,2021/4/26,,新北市,FB,8025,19,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1314,鄭哲智,4,2021/4/26,,苗栗縣,LINE,5796,12,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0
198,鄭文媖,6,2021/4/27,23:25,台南市,品牌官網,750,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
435,劉蓉諭,6,2021/4/27,,新北市,品牌官網,7875,17,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1
563,鄭哲智,10,2021/4/27,,臺北市,FB,4368,12,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1
1479,張湘羚,9,2021/4/27,,花蓮縣,FB,6077,15,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1068,林美均,7,2021/4/28,,新北市,LINE,3679,9,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
539,江文章,12,2021/4/29,,宜蘭縣,品牌官網,5237,11,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0
580,朱致群,5,2021/4/30,,嘉義市,LINE,3528,10,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
1044,許哲彰,3,2021/4/30,,新竹市,品牌官網,5686,12,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0
1135,吳旻桓,10,2021/4/30,,臺東縣,LINE,5127,11,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0
1340,林冠宇,6,2021/4/30,,高雄市,品牌官網,3989,10,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366,林靚昕,5,2021/5/1,,花蓮縣,推薦分潤,5276,11,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1
413,林漢昌,11,2021/5/1,,臺中市,FB,5647,13,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
487,吳麗慧,8,2021/5/1,,雲林縣,推薦分潤,3839,10,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1209,陳雅雯,10,2021/5/1,,臺北市,推薦分潤,4598,13,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
1305,王琬婷,11,2021/5/1,,新竹縣,品牌官網,5067,11,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
572,許永朋,4,2021/5/2,,雲林縣,FB,3528,9,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0
1442,馬慧語,8,2021/5/2,,宜蘭縣,推薦分潤,7126,17,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
1526,李俊宏,3,2021/5/2,,基隆市,FB,4488,11,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
403,曾盈嘉,8,2021/5/3,,南投縣,FB,3388,9,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
200,王佳,18,2021/5/4,13:09,台北市,品牌官網,1060,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,許雅晴雨球隊,11,2021/5/4,22:19,高雄市,品牌官網,2740,8,0,1,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
519,葉紋豪,6,2021/5/4,,新竹縣,LINE,5127,12,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
874,林大欽,4,2021/5/4,,澎湖縣,FB,4698,13,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
1097,邱雨晴,5,2021/5/4,,宜蘭縣,LINE,5618,14,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0
1133,許永朋,5,2021/5/4,,雲林縣,FB,5177,13,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1
329,謝岱融,7,2021/5/5,,臺北市,LINE,4738,12,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
1155,呂沂伶,7,2021/5/5,,苗栗縣,推薦分潤,3977,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1
1159,林冠宇,11,2021/5/5,,花蓮縣,LINE,7017,18,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
909,陳煜棠,3,2021/5/6,,南投縣,推薦分潤,3649,10,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
1430,邱啓芳,17,2021/5/6,,嘉義市,品牌官網,4478,11,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0
1641,張元溢,6,2021/5/6,,宜蘭縣,FB,7336,16,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0
963,朱致群,2,2021/5/7,,南投縣,LINE,4397,11,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1
